"","estimate","class_prob"
"201","no",0.167586639523506
"202","no",0.0802952647209167
"203","no",0.10289453715086
"204","no",4.72367978066046e-10
"205","no",5.02531520396587e-06
"206","no",2.15259242395405e-05
"207","no",0.0687868446111679
"208","no",5.84538065595552e-05
"209","no",0.149403110146523
"210","no",1.15284262136583e-08
"211","no",2.76720402325736e-06
"212","no",0.145344436168671
"213","no",1.65318670042325e-06
"214","no",1.86629022209672e-05
"215","no",0.0350622273981571
"216","no",0.17855079472065
"217","no",0.265556812286377
"218","no",0.114532895386219
"219","no",3.99228213154856e-07
"220","no",0.0176035817712545
"221","no",0.155312165617943
"222","no",0.159706428647041
"223","no",0.0333816520869732
"224","no",0.102504134178162
"225","no",0.0545452646911144
"226","no",0.268307566642761
"227","no",0.00581840658560395
"228","no",0.0110315661877394
"229","no",1.99926239474735e-06
"230","no",1.79708570158255e-06
"231","no",0.18044838309288
"232","no",0.0171701498329639
"233","no",0.153815850615501
"234","no",0.0221904199570417
"235","no",0.100138634443283
"236","no",0.125584036111832
"237","no",0.124210722744465
"238","no",0.181511834263802
"239","no",0.037229411303997
"240","no",2.79022653870697e-08
"241","no",0.281991332769394
"242","no",0.0754352137446404
"243","no",0.100716531276703
"244","no",1.70976607871687e-10
"245","no",0.196811318397522
"246","no",2.29998789791352e-07
"247","no",0.302246540784836
"248","no",0.000486169912619516
"249","no",8.26800942377304e-07
"250","no",0.311138063669205
"251","no",3.84711507095403e-09
"252","yes",0.595929265022278
"253","no",0.0231172069907188
"254","no",2.56601184744909e-10
"255","no",0.184621423482895
"256","no",0.000236902546021156
"257","no",0.208281293511391
"258","no",0.152593165636063
"259","no",0.0283990576863289
"260","no",0.00643918197602034
"261","no",9.76328810793348e-05
"262","no",4.07186071527121e-08
"263","yes",0.650325000286102
"264","no",0.0915046781301498
"265","no",0.188927441835403
"266","no",1.07827363535762e-05
"267","no",0.00445794127881527
"268","no",1.21574942113511e-06
"269","no",0.0641914233565331
"270","no",1.2772434274666e-05
"271","no",2.30598243433633e-06
"272","no",7.8201963333413e-05
"273","no",2.86219830059053e-07
"274","no",1.20931190394913e-06
"275","no",1.21086422950611e-05
"276","no",9.68844915405498e-07
"277","no",0.00148958468344063
"278","no",4.20023496872091e-07
"279","no",0.0853950828313828
"280","no",1.65402411766991e-06
"281","no",2.94917717837961e-05
"282","no",0.165530726313591
"283","no",0.00457530189305544
"284","no",0.182824164628983
"285","no",0.0112084141001105
"286","no",6.56683539546066e-07
"287","no",0.332751899957657
"288","no",0.0269826911389828
"289","no",0.0957175269722939
"290","no",7.53964559407905e-05
"291","no",0.21360445022583
"292","no",0.00147252879105508
"293","no",0.187661990523338
"294","yes",0.633943498134613
"295","no",0.203598529100418
"296","no",0.303075402975082
"297","no",0.0996110811829567
"298","no",1.10408382170135e-06
"299","yes",0.542329668998718
"300","no",2.75597676591133e-06
"301","no",0.0413406081497669
"302","no",0.0361434742808342
"303","no",0.151375606656075
"304","no",1.0694863021854e-06
"305","no",0.00112305558286607
"306","no",3.84293400657043e-07
"307","no",0.106159538030624
"308","no",4.85959071738762e-06
"309","no",8.76846115716035e-06
"310","no",0.137883722782135
"311","no",0.000657317752484232
"312","yes",0.649145185947418
"313","no",1.18340928167981e-08
"314","no",9.53881098553211e-08
"315","no",1.17526342364727e-05
"316","no",0.172895088791847
"317","no",0.351792693138123
"318","no",0.000144077857839875
"319","no",0.111825346946716
"320","no",0.099051870405674
"321","no",0.320076048374176
"322","no",0.000147649683640338
"323","no",6.89833541400731e-05
"324","no",2.04665980163554e-06
"325","no",0.112057246267796
"326","no",7.44743289260441e-08
"327","no",0.0137631399556994
"328","no",0.00401931023225188
"329","no",0.0226563476026058
"330","no",0.000149617684655823
"331","no",0.230256021022797
"332","no",0.121705427765846
"333","no",7.93088927864005e-10
"334","no",0.208409324288368
"335","no",3.89420140578522e-09
"336","no",0.027272067964077
"337","no",8.26000189135812e-07
"338","no",0.00202994630672038
"339","no",0.078724667429924
"340","no",1.94586149859788e-07
"341","no",5.79966181248892e-05
"342","no",0.0258035995066166
"343","no",1.50613304867875e-05
"344","no",2.81041366179124e-06
"345","no",0.000999050447717309
"346","no",1.97787835531926e-06
"347","no",5.78615617996547e-06
"348","no",0.000105973245808855
"349","no",3.64650020401314e-07
"350","no",2.74078774964437e-06
"351","yes",0.650325000286102
"352","no",0.21442711353302
"353","no",2.83804438367952e-05
"354","no",2.7900276222681e-07
"355","no",0.0444844141602516
"356","no",0.00058477558195591
"357","no",0.000698516902048141
"358","no",0.000480668473755941
"359","no",0.0300398897379637
"360","no",1.438080380467e-05
"361","no",0.157942742109299
"362","no",0.0394990406930447
"363","no",0.0543667525053024
"364","no",2.59325844353953e-07
"365","no",0.497501164674759
"366","no",0.000455355388112366
"367","no",0.150881558656693
"368","no",0.12543785572052
"369","no",0.182147726416588
"370","no",0.000639689969830215
"371","no",0.386893779039383
"372","no",1.3983846258725e-07
"373","no",1.55990960593044e-07
"374","no",1.23851734201708e-07
"375","no",2.11568931263173e-06
"376","no",8.98230496204633e-07
"377","no",3.67527985822846e-09
"378","no",0.310283184051514
"379","no",0.198400408029556
"380","no",2.31543784146027e-09
"381","no",0.251438498497009
"382","no",0.0044065578840673
"383","no",9.333447451354e-06
"384","no",4.7736924898345e-05
"385","no",1.37260400379091e-07
"386","no",2.84034427977531e-07
"387","no",1.17660597709346e-07
"388","no",3.98280426452402e-05
"389","no",4.20757714891806e-05
"390","no",1.51696255556999e-07
"391","no",0.0617712587118149
"392","no",0.16656194627285
"393","no",0.208847120404243
"394","no",0.000276661245152354
"395","no",0.206021398305893
"396","no",0.076404020190239
"397","no",0.000381903984816745
"398","no",2.14575902646175e-05
"399","no",0.245493903756142
"400","no",0.145618468523026
"401","no",0.133034124970436
"402","no",3.76342903507521e-08
"403","no",0.374012261629105
"404","no",0.00462156208232045
"405","no",0.0114097846671939
"406","no",0.192913413047791
"407","no",0.0818854719400406
"408","no",3.69869757044228e-09
"409","no",2.16567244137877e-07
"410","no",1.66347220442731e-08
"411","no",0.199614197015762
"412","no",0.0024378364905715
"413","yes",0.506849825382233
"414","yes",0.640133202075958
"415","no",0.000121641365694813
"416","no",0.1180015578866
"417","no",1.40595318498526e-07
"418","no",0.00103949673939496
"419","no",0.101797074079514
"420","no",1.73039315995993e-05
"421","no",0.147746130824089
"422","no",0.00351843447424471
"423","no",0.0138925248757005
"424","no",0.0834605768322945
"425","no",0.0138348173350096
"426","no",1.39542055688224e-09
"427","no",0.100695542991161
"428","no",8.17399268271402e-08
"429","no",0.00032701890449971
"430","no",0.0839103236794472
"431","no",0.16541562974453
"432","no",0.000218399422010407
"433","no",3.61579544083668e-09
"434","no",0.0469628237187862
"435","no",2.15709885509341e-08
"436","no",0.0499736443161964
"437","no",0.00208013993687928
"438","no",0.236892282962799
"439","no",3.09822212329891e-06
"440","yes",0.54524153470993
"441","no",0.000828801013994962
"442","no",0.000101204699603841
"443","no",0.0123715903609991
"444","no",0.173366948962212
"445","no",0.0229452941566706
"446","no",0.291501879692078
"447","no",0.00112848950084299
"448","no",0.0177872199565172
"449","no",7.20623161143408e-09
"450","no",0.207927197217941
"451","no",4.08518972108141e-05
"452","no",0.280872106552124
"453","no",0.0453469567000866
"454","yes",0.608994841575623
"455","no",7.39843426345033e-06
"456","no",3.09066854242701e-05
"457","no",2.93200681511507e-08
"458","no",5.05293246533256e-05
"459","no",0.0917698591947556
"460","no",1.61056821212924e-08
"461","no",0.0404154397547245
"462","no",9.12109680939466e-05
"463","no",2.66284997524346e-11
"464","no",2.43044638637002e-07
"465","no",0.119228877127171
"466","no",2.01554620216093e-10
"467","no",2.3573853468406e-05
"468","no",9.43814011407085e-05
"469","no",0.233749091625214
"470","no",0.00425194157287478
"471","no",0.197101339697838
"472","no",0.115394480526447
"473","no",0.290456622838974
"474","no",0.039274338632822
"475","no",4.54573712005413e-09
"476","no",0.0011294714640826
"477","no",0.0271540656685829
"478","no",2.84712295979261e-05
"479","no",0.184100568294525
"480","no",0.169910371303558
"481","no",0.325944691896439
"482","no",7.45081990771723e-07
"483","no",7.87780481914524e-06
"484","no",4.18730792262068e-08
"485","no",5.10901190864388e-05
"486","no",5.19271525263321e-05
"487","no",1.54945828398922e-05
"488","no",0.0230790097266436
"489","no",0.00664206314831972
"490","no",2.33102059610246e-06
"491","no",0.0424433164298534
"492","no",4.05186540319846e-07
"493","no",0.000327131157973781
"494","no",0.162048637866974
"495","no",0.0887489467859268
"496","no",0.000284627283690497
"497","no",0.17013843357563
"498","no",0.0484504327178001
"499","no",0.126426994800568
"500","no",4.56492944067577e-06
"501","no",7.65805978630851e-08
"502","no",0.184802204370499
"503","no",0.121761403977871
"504","no",0.000592231634072959
"505","no",0.119096301496029
"506","no",4.68161852040794e-06
"507","no",1.68759524967754e-05
"508","no",6.45891268504784e-05
"509","no",0.00020774855511263
"510","no",0.000390619883546606
"511","no",0.000116315961349756
"512","no",0.00636953674256802
"513","no",0.344769984483719
"514","no",0.277250349521637
"515","no",1.126706372645e-08
"516","no",0.0460024103522301
"517","no",6.48639615974389e-06
"518","no",0.0596180781722069
"519","no",0.00676484080031514
"520","no",3.38123163601267e-06
"521","no",3.69310200198925e-08
"522","no",4.6793860519756e-07
"523","no",0.256425827741623
"524","no",0.00022638839436695
"525","no",3.45396583725233e-05
"526","no",4.8693451390136e-05
"527","no",0.0998956561088562
"528","no",0.00141024764161557
"529","no",6.40531652607024e-05
"530","no",0.0141267105937004
"531","no",0.198801651597023
"532","no",8.46608509164071e-06
"533","no",0.000138945411890745
"534","no",0.000476571061881259
"535","no",8.39691551846045e-08
"536","no",0.154059484601021
"537","no",0.172252535820007
"538","no",0.1758993268013
"539","no",0.00167524756398052
"540","no",3.85361346388891e-07
"541","no",5.00863143315655e-06
"542","no",1.17791000775469e-06
"543","no",0.106840595602989
"544","no",8.01116772919386e-09
"545","no",1.16546389108407e-05
"546","no",5.58995780011173e-05
"547","no",2.45248224928218e-06
"548","no",1.42281824082602e-05
"549","yes",0.650325000286102
"550","no",0.0461354926228523
"551","no",1.52959967181232e-06
"552","no",0.103213965892792
"553","no",0.0504708737134933
"554","no",0.14762806892395
"555","no",0.106356546282768
"556","no",0.0913096591830254
"557","no",0.00192662817426026
"558","no",0.0301774088293314
"559","no",3.24664506479166e-05
"560","no",0.00281714205630124
"561","no",5.87275792440778e-07
"562","no",6.31367147434503e-05
"563","no",2.21675600187154e-06
"564","no",1.59618684847374e-05
"565","no",7.90979174780659e-06
"566","no",0.0974963679909706
"567","no",3.0309114663396e-05
"568","no",0.147158339619637
"569","no",0.000152109016198665
"570","no",0.231103867292404
"571","no",2.67623306626774e-07
"572","no",0.204349309206009
"573","no",0.00094140024157241
"574","no",0.107485890388489
"575","no",4.05453278062851e-07
"576","no",0.117881581187248
"577","no",3.28195492329542e-05
"578","no",1.36471658152004e-06
"579","no",0.0446267612278461
"580","no",0.10711033642292
"581","no",0.000465766817796975
"582","no",0.0297880787402391
"583","no",1.0353385732742e-05
"584","no",1.58754054346844e-09
"585","no",0.135217726230621
"586","no",0.14803159236908
"587","no",0.00162521854508668
"588","no",0.00895394757390022
"589","no",0.141223341226578
"590","no",0.228433549404144
"591","no",2.70615578301658e-06
"592","no",0.276189357042313
"593","no",1.38157592033394e-08
"594","no",0.000531681929714978
"595","no",1.72493619174929e-05
"596","no",6.25517984076396e-08
"597","no",0.114871636033058
"598","no",2.7785009137915e-07
"599","no",0.0092235254123807
"600","no",0.0396406538784504
"601","no",0.0123389419168234
"602","no",8.71514487243985e-07
"603","no",2.57774224188267e-09
"604","no",0.254659980535507
"605","no",9.00929535418982e-07
"606","no",2.20550013807497e-08
"607","no",0.0191510729491711
"608","no",7.33538119135346e-09
"609","no",1.41220107252593e-05
"610","no",6.28021012971658e-09
"611","no",0.00120263057760894
"612","no",0.263023614883423
"613","no",0.128198742866516
"614","no",0.162512734532356
"615","no",9.1291860826459e-07
"616","no",0.000593553995713592
"617","no",3.39209798028151e-08
"618","no",0.104577988386154
"619","no",3.72871085119186e-08
"620","no",3.23656564660268e-07
"621","no",0.0328463986515999
"622","no",0.381837099790573
"623","no",0.105906240642071
"624","no",0.284987717866898
"625","no",6.1048602219671e-05
"626","no",0.000186047036550008
"627","no",0.167976260185242
"628","no",0.383166164159775
"629","no",6.17673912017835e-09
"630","no",0.27223813533783
"631","no",0.092068187892437
"632","no",4.10609075629509e-08
"633","no",1.14017730368232e-07
"634","no",1.10626342575415e-06
"635","no",1.57849615334271e-06
"636","no",0.165768817067146
"637","no",3.76175677274659e-08
"638","no",3.117363291949e-07
"639","no",8.75547411851585e-05
"640","no",1.62265434422437e-09
"641","yes",0.650325000286102
"642","no",0.275975912809372
"643","no",6.08913353516982e-07
"644","no",0.0055115707218647
"645","no",0.000226523989113048
"646","yes",0.650325000286102
"647","no",0.000698492862284184
"648","no",2.85087082829705e-07
"649","no",0.000245959032326937
"650","no",0.00208888342604041
"651","no",0.218440368771553
"652","no",0.000123773570521735
"653","no",1.12512150707289e-08
"654","no",1.19923999619687e-08
"655","no",9.34439594857395e-05
"656","no",0.228346720337868
"657","no",3.29052795677853e-06
"658","no",0.00846149027347565
"659","no",0.0362983196973801
"660","no",0.00352905667386949
"661","no",0.0798132121562958
"662","no",0.0893609449267387
"663","no",3.94266308489932e-08
"664","no",0.0130358543246984
"665","no",0.105147421360016
"666","no",2.9939505452603e-07
"667","no",0.083912268280983
"668","no",0.000165439516422339
"669","no",4.50377665401902e-05
"670","no",0.131604820489883
"671","no",0.159080877900124
"672","no",0.0930677503347397
"673","no",0.0564794130623341
"674","no",6.39743745978194e-07
"675","no",0.219116687774658
"676","no",0.138486340641975
"677","no",0.227600798010826
"678","no",7.01577164363698e-07
"679","no",0.223851084709167
"680","no",3.8101852624095e-06
"681","no",0.0772865191102028
"682","no",9.45240681176074e-05
"683","no",9.53402761183497e-08
"684","no",0.115142472088337
"685","no",4.17880219174549e-05
"686","no",0.23577456176281
"687","no",0.0109396651387215
"688","no",0.274304002523422
"689","no",0.0754740983247757
"690","yes",0.538466691970825
"691","no",0.150120571255684
"692","no",7.63801017455989e-06
"693","no",3.36532343681029e-06
"694","no",4.33606970773326e-07
"695","no",0.152569949626923
"696","no",3.35592261535567e-07
"697","no",0.134382620453835
"698","no",0.0241640191525221
"699","no",0.0562807507812977
"700","no",0.131326034665108
"701","no",6.09535355522439e-09
"702","no",1.39349296546243e-08
"703","no",1.38079417411063e-06
"704","no",0.449030011892319
"705","no",0.111432947218418
"706","no",1.12179310285399e-09
"707","no",0.116493947803974
"708","no",1.07785735892207e-09
"709","no",0.181081101298332
"710","no",0.09317397326231
"711","no",0.112994685769081
"712","no",0.0106188384816051
"713","no",0.0001927526172949
"714","no",4.38766676325031e-08
"715","no",0.000208238983759657
"716","no",0.171839699149132
"717","no",2.36478019388642e-08
"718","no",9.48469249806294e-08
"719","no",0.000121535740618128
"720","no",8.0750787674333e-06
"721","no",0.000281939166598022
"722","no",1.40454096708709e-06
"723","no",9.04933585843537e-07
"724","no",0.352244436740875
"725","no",0.0190104264765978
"726","no",5.23809490005078e-07
"727","no",0.0683973804116249
"728","no",0.379760503768921
"729","no",0.0817112773656845
"730","no",0.00483526894822717
"731","no",0.248133927583694
"732","no",0.335928529500961
"733","no",0.115622363984585
"734","no",4.41939036477379e-08
"735","no",3.68253349734005e-05
"736","no",0.140950903296471
"737","no",2.89508994555376e-09
"738","no",7.21977676221286e-06
"739","no",0.0420668832957745
"740","no",0.0950335934758186
"741","no",0.0196732915937901
"742","no",3.66663840623005e-07
"743","no",0.00493528926745057
"744","no",3.86101855838206e-05
"745","no",0.169756129384041
"746","no",0.49333319067955
"747","no",0.184610396623611
"748","no",9.75037401076406e-05
"749","no",6.69073074721638e-10
"750","no",0.191483691334724
"751","no",0.0873268395662308
"752","no",3.34425567416474e-05
"753","no",0.000196322798728943
"754","no",0.192838072776794
"755","no",1.56644928210881e-05
"756","no",5.33555476067704e-06
"757","no",0.0710636377334595
"758","no",0.090464286506176
"759","no",4.73288400826277e-06
"760","no",1.16988644549565e-06
"761","no",7.37340899448213e-09
"762","no",0.296071916818619
"763","no",0.104779615998268
"764","no",5.92238466197159e-05
"765","no",0.0010757518466562
"766","yes",0.506181955337524
"767","no",0.169976860284805
"768","no",3.11383246298647e-06
"769","no",1.10553834531402e-07
"770","no",0.0536590181291103
"771","no",0.105385944247246
"772","no",7.48608499634429e-08
"773","no",1.87793091299682e-06
"774","no",4.82793227618572e-09
"775","no",3.3545697988302e-06
"776","no",8.56436310758824e-11
"777","no",0.0117964334785938
"778","no",6.56204957039108e-09
"779","no",0.0694171190261841
"780","no",9.67472324475693e-10
"781","yes",0.627154588699341
"782","no",0.105896584689617
"783","no",0.197222799062729
"784","no",1.37242594178133e-07
"785","no",0.0155007587745786
"786","no",0.000289767747744918
"787","no",0.16586671769619
"788","no",0.189590871334076
"789","no",4.76516242997604e-06
"790","no",2.41767138504656e-05
"791","no",0.213863790035248
"792","no",0.000157407892402261
"793","no",0.00944790709763765
"794","no",0.169062405824661
"795","no",0.0761674121022224
"796","no",0.000396479590563104
"797","no",0.000237700311117806
"798","no",0.109979383647442
"799","no",1.12834506182935e-08
"800","no",1.33889344056115e-07
"801","no",0.012949769385159
"802","no",0.270412236452103
"803","no",0.181872487068176
"804","no",2.37169251704472e-06
"805","no",0.0327449552714825
"806","yes",0.639523267745972
"807","no",5.87252857453535e-10
"808","no",0.260873794555664
"809","no",7.37652827709212e-10
"810","no",5.58917975013173e-07
"811","no",7.79268816586409e-07
"812","no",4.36716345575405e-06
"813","no",0.000539046304766089
"814","no",0.000137557799462229
"815","no",0.269658148288727
"816","no",1.4093146205596e-07
"817","no",0.0494646802544594
"818","no",6.94157788529992e-05
"819","no",0.257946163415909
"820","no",1.09530890313181e-06
"821","no",0.0157799087464809
"822","no",0.00010462875070516
"823","no",0.220770969986916
"824","no",1.10047931229929e-05
"825","no",0.228845492005348
"826","no",0.0838572233915329
"827","no",6.2333227468514e-09
"828","no",0.209445104002953
"829","no",0.0329925268888474
"830","no",1.28971024082603e-07
"831","no",0.26317310333252
"832","no",1.50170933466143e-06
"833","no",0.0723947137594223
"834","no",0.013178737834096
"835","no",0.356538146734238
"836","no",1.75952084191522e-06
"837","no",0.0720805749297142
"838","no",5.20672165293945e-06
"839","no",0.0173193421214819
"840","no",0.487104505300522
"841","no",0.0206697639077902
"842","no",0.0300139468163252
"843","no",0.00116784765850753
"844","no",0.0197585951536894
"845","no",0.00780039932578802
"846","no",0.000239597764448263
"847","no",0.0722413212060928
"848","no",0.151137948036194
"849","no",1.18315110739786e-05
"850","no",0.0967420637607574
"851","no",0.149061277508736
"852","no",1.10904796457589e-08
"853","no",0.057490449398756
"854","no",0.000369203655282035
"855","no",0.109795317053795
"856","no",0.104477368295193
"857","no",1.02043702554511e-06
"858","no",0.192809492349625
"859","no",0.000886848720256239
"860","no",5.51444202301354e-07
"861","no",0.00581424264237285
"862","no",1.46197947969995e-07
"863","no",0.130916997790337
"864","no",2.38632953397655e-08
"865","no",2.86387421510881e-06
"866","no",7.39722099751816e-06
"867","no",0.00705393264070153
"868","no",0.000664228573441505
"869","no",0.30724909901619
"870","no",0.000224616742343642
"871","no",0.000454143388196826
"872","no",1.09759000110898e-07
"873","no",0.000208485740586184
"874","no",4.93827865284402e-05
"875","no",0.247087210416794
"876","no",0.0272002965211868
"877","no",0.0542416721582413
"878","no",0.133913636207581
"879","no",0.19562865793705
"880","no",0.0687527805566788
"881","yes",0.650325000286102
"882","no",0.151837378740311
"883","no",2.33297697604939e-07
"884","no",0.198784589767456
"885","yes",0.544185161590576
"886","no",0.000279315310763195
"887","no",0.250497788190842
"888","no",1.64390237533674e-10
"889","no",0.143534660339355
"890","no",0.000213571271160617
"891","no",9.54119605012238e-06
"892","no",0.195647493004799
"893","no",1.18693776585133e-06
"894","no",0.191219389438629
"895","no",1.57643498255311e-07
"896","no",0.000159232862642966
"897","no",3.99490454583429e-05
"898","no",0.0122396489605308
"899","no",0.000380888464860618
"900","no",5.76221355004236e-05
"901","no",0.110854260623455
"902","no",0.0473193116486073
"903","no",7.42913616704755e-05
"904","no",0.0858566015958786
"905","no",2.77735061615658e-08
"906","no",1.22262908917037e-05
"907","no",0.0692546740174294
"908","no",0.0119315767660737
"909","no",0.0162896271795034
"910","no",3.50387722392043e-06
"911","yes",0.561790287494659
"912","no",0.129619881510735
"913","no",0.242474496364594
"914","no",0.254628241062164
"915","no",9.87191128842824e-08
"916","no",1.35534010041738e-05
"917","no",9.93313165054133e-07
"918","no",5.55690782277907e-08
"919","no",0.362982034683228
"920","no",0.207617804408073
"921","no",7.02982943039387e-05
"922","no",2.58265364649901e-09
"923","no",0.0804635062813759
"924","no",1.67495599612266e-08
"925","no",0.0282858088612556
"926","yes",0.628623843193054
"927","no",0.0557147562503815
"928","no",0.00517186103388667
"929","no",6.36649474472506e-07
"930","yes",0.500931203365326
"931","no",0.278939515352249
"932","no",4.68268126496696e-06
"933","no",0.157298818230629
"934","no",0.0873862206935883
"935","no",0.0994404703378677
"936","no",0.018948420882225
"937","no",0.222920432686806
"938","no",0.0694702416658401
"939","no",0.0304802656173706
"940","no",5.11364248723112e-07
"941","no",1.08474250737345e-05
"942","no",0.000839944812469184
"943","no",0.000921276514418423
"944","no",0.0453747287392616
"945","no",0.000291607400868088
"946","no",1.49152210582315e-08
"947","no",0.105701565742493
"948","no",8.64201683725696e-06
"949","no",3.4716492791631e-07
"950","no",0.000432805332820863
"951","no",0.349543690681458
"952","no",1.09244755464033e-08
"953","no",0.219084247946739
"954","no",0.442450106143951
"955","no",0.000904644082766026
"956","no",0.141556814312935
"957","no",1.8892509615398e-05
"958","no",0.0608530528843403
"959","no",7.33825072529726e-05
"960","no",0.000155726447701454
"961","no",0.00013478183245752
"962","no",0.145975694060326
"963","yes",0.628213882446289
"964","no",0.185357928276062
"965","no",1.22307692436152e-05
"966","no",9.6607698196749e-07
"967","no",0.000385154329705983
"968","no",4.51389405498048e-06
